portfolio_return_pct,portfolio_volatility_pct,portfolio_sharpe,weight_119551,weight_120503,weight_118632,weight_119092,weight_120841
16.36378868947319,6.7345489063872455,1.4646546972311802,0.2079180378207117,0.30127131394180595,0.1670765134883564,0.2630414006900153,0.06069273405911062
20.842940024604466,8.550265016158654,1.6774848495922137,0.4780179436439269,0.0013779279720172687,0.3968674544168628,0.08127921302932085,0.04245746093787205
14.823758230808934,7.038617126234856,1.1825843175620399,0.11486640234494613,0.06625885262669687,0.19099335628372105,0.22791341977335555,0.39996796897128034
16.963716428963327,8.729975758633765,1.1985962754380994,0.04162894412578032,0.5894928882165702,0.13794203266358904,0.06530514469515676,0.16563099029890369
14.722271268917432,8.288981197138122,0.9919519749612022,0.01734505596580992,0.013875383682026479,0.2827391736694979,0.17860142436816745,0.5074389623144984
18.278945974123204,7.584986980073416,1.552928964158775,0.17430879726616896,0.1912440265907636,0.43315653374429736,0.19315796183829995,0.008132680560470146
14.409880636157887,7.89127627630261,1.0023575856685116,0.087620539023554,0.30302191029109654,0.18963329420520422,0.41724434338066224,0.002479913099483023
12.158522951396462,8.230795462723488,0.6874819058526468,0.15091301682675023,0.04180027747409709,0.05937933750801299,0.5134103336034248,0.23449703458771468
20.926288345063675,7.832190596343938,1.841922533371169,0.4609410749299887,0.21230122786208214,0.2724101682847963,0.01760330494944664,0.036744223973686166
18.679278192669383,7.721369229645557,1.5773469485059792,0.07649732189889259,0.3678688729921082,0.3918994353225301,0.04075703084782305,0.12297733893864617
14.750788933667955,7.922649632838068,1.0414178735696962,0.2682998644475581,0.017260606315211993,0.024672474863787337,0.21893617137000437,0.4708308830034382
18.848499892600724,6.928795466242095,1.7822000884228817,0.42070525849350004,0.11017023535947142,0.20378325377428105,0.11913427645959167,0.14620697591315573
16.471784569485216,8.890181332327165,1.1216626744411884,0.03272878244903692,0.5637534098934218,0.19980594088039072,0.1977572805929292,0.005954586184221546
17.267873210141683,6.182706850491581,1.7416114770645388,0.21095124488250588,0.2064438148888824,0.20690017810735264,0.11059083337665823,0.2651139287446009
15.375484251362922,6.977155968631883,1.2720776619106127,0.31808667942488705,0.13138931789772945,0.07097629038121199,0.34359877974960246,0.135948932546569
12.46857524591487,8.2937857382701,0.7196442534528005,0.1933659562301012,0.02870387504350519,0.06312432819698827,0.5273430532239417,0.1874627873054636
11.73427824572957,8.549230730536742,0.6122513721653817,0.004397464138074427,0.2353338206107483,0.08719326106998718,0.5236110498145295,0.1494644043666606
10.173629971027758,10.543598845084484,0.3484227752785222,0.1340928892193792,0.05959135420338987,0.0026609304977769773,0.7392179638035025,0.06443686227595145
20.848407341643167,8.242506085505747,1.7407821350444015,0.35491557482206365,0.02524122322166089,0.47016532396229554,0.002468377938723586,0.14720950005525613
12.963248733413787,8.683767345889613,0.7442908677733185,0.017659422398761605,0.03576498775636816,0.30621110640486426,0.5098311983849695,0.13053328505503656
